School,Teacher,Teacher ID,Teacher Age Group,Experience,Grade,Class size,Income Type,Ethnicity,% of low,% of multi,AveAca,AveSocio,Cluster,Gifted_Prob,Gifted
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-1.103267589,-0.520001286,0,0.0395428962346067,0
3,3,14,20.0,0.0,5,23,1,1,26.09,4.3,-0.858999744,-0.771527438,0,0.0387114781631335,0
9,4,52,20.0,0.0,4,25,1,2,16.0,16.0,-0.921714447,-0.69768228,0,0.03788830278624474,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,-0.846554851,-0.810246457,0,0.037844731202746965,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-1.190263358,-0.493678249,0,0.03762328715818999,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-0.765853149,-1.030074218,0,0.03760554911277205,0
8,3,44,30.0,1.0,4,22,2,2,27.27,18.18,-1.005736105,-0.624564978,0,0.036902318547069074,0
1,5,5,30.0,1.0,5,20,1,2,36.84,5.2,-0.765408181,-1.082514538,0,0.03643105204838387,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-0.839933128,-0.893245595,0,0.034873221586404816,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-0.839933128,-0.893245595,0,0.034873221586404816,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-0.75909291,-1.349661345,0,0.03420981789865657,0
4,3,20,,,4,22,1,1,13.64,13.64,-0.813275675,-0.994346321,0,0.033888527044284716,0
4,2,19,30.0,1.0,4,22,2,2,22.73,9.09,-0.781188797,-1.214622659,0,0.03265266990310952,0
7,6,39,40.0,2.0,6,21,2,1,19.05,4.76,-0.781464665,-1.52030285,0,0.032127988322713,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-0.997420589,-0.721742441,0,0.031376122592110735,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-0.783918998,-1.406089716,0,0.03135174829061719,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,-0.811690137,-1.732155687,0,0.03126266050844219,0
7,5,38,30.0,1.0,5,21,1,2,23.8,9.5,-1.064068781,-0.659436474,0,0.03117810476540321,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-0.787682673,-1.442685956,0,0.030995229731273576,0
3,2,13,,,4,22,2,1,40.9,13.64,-0.798243507,-1.58925359,0,0.030779774229280573,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-0.867597135,-0.960801001,0,0.030289600890237495,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,-1.170542618,-0.595428518,0,0.030210835844387465,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-1.004996248,-0.736986129,0,0.030117175546609393,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,-0.808080145,-1.600490447,0,0.029752067564674457,0
8,7,48,40.0,2.0,6,20,1,2,20.0,20.0,-0.846523039,-1.080613264,0,0.02886818817184405,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,-1.001136393,-0.771527438,0,0.02864067716306323,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.988217297,-0.820504934,0,0.02722884706176985,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,-1.410784076,-0.524330432,0,0.027212726539140707,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065054,-0.599068324,0,0.027135345529897475,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-0.840701762,-1.216023005,0,0.027077097792196598,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-1.048176155,-0.754131295,0,0.02688140398437022,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-0.866413565,-1.106817678,0,0.026759815716181665,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-1.005736105,-0.810246457,0,0.026656863687997294,0
9,6,55,20.0,0.0,6,20,1,1,30.0,5.0,-0.865668641,-1.219189244,0,0.02502760944074424,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-0.9634382,-0.921584964,0,0.02499390546724391,0
3,2,13,,,4,22,2,2,40.9,13.64,-0.914543885,-1.051352375,0,0.024512792112078303,0
7,4,37,30.0,1.0,4,21,1,1,23.8,0.0,-0.97834901,-0.9311703,0,0.023829923719204133,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-1.15490805,-0.721742441,0,0.023534061921953224,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,-1.161941086,-0.72595904,0,0.023052133888941586,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-0.98739517,-2.215221209,0,0.022377487784044667,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-0.882356813,-1.510488844,0,0.022126783964236046,0
2,3,8,50.0,2.0,4,19,2,2,10.53,78.95,-1.00623059,-0.949081449,0,0.021792077916018875,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-1.00623059,-0.949081449,0,0.021792077916018875,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-1.173935688,-0.753075497,0,0.02136698054071285,0
1,3,3,20.0,0.0,6,21,1,2,19.05,9.52,-0.917929414,-1.786963286,0,0.020864351222536465,0
1,5,5,30.0,1.0,5,20,1,1,36.84,5.2,-1.037235386,-0.934544925,0,0.02067285527094615,0
6,3,31,20.0,0.0,5,22,1,1,13.64,4.55,-1.105726471,-0.842373413,0,0.020575493804903134,0
7,6,39,40.0,2.0,6,21,2,1,19.05,4.76,-1.367563164,-0.651558364,0,0.020132467849772392,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,-1.034574989,-0.95962362,0,0.020097874271515454,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-1.164640739,-0.802916354,0,0.019705452915352906,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-0.997420589,-1.064748749,0,0.019416818422014474,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-0.921714447,-1.569785129,0,0.019239198453102062,0
1,4,4,40.0,2.0,5,21,2,1,33.33,4.76,-1.059396706,-0.964916577,0,0.01882678003487496,0
2,1,6,40.0,2.0,3,22,2,2,13.64,77.27,-1.069040512,-0.951146707,0,0.01877200320070111,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,-1.170542618,-0.822773951,0,0.018769641365309873,0
9,6,54,30.0,1.0,6,21,1,1,38.1,9.52,-1.170542618,-0.822773951,0,0.018769641365309873,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,-1.353432699,-0.697797011,0,0.018247000594661666,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.037308105,-1.031183181,0,0.01822171197324937,0
3,2,13,,,4,22,2,2,40.9,13.64,-1.030844263,-1.051352375,0,0.018083491713436435,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,-1.098700531,-0.935219041,0,0.017975414013101106,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.272221756,-0.764256954,0,0.0176675234661865,0
5,5,25,40.0,2.0,5,22,1,1,18.18,9.09,-1.153596998,-0.882755255,0,0.01741605097041355,0
5,6,26,30.0,1.0,5,22,2,1,4.54,9.09,-1.241065054,-0.815125753,0,0.016735880909255662,0
3,1,12,40.0,2.0,3,20,2,1,20.0,10.0,-1.047089831,-1.086363109,0,0.016668732254881774,0
6,4,32,30.0,1.0,5,23,2,1,26.09,26.09,-1.284640231,-0.782461996,0,0.016634943932459772,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-1.191521188,-0.866415499,0,0.016624172103147393,0
1,3,3,20.0,0.0,6,21,2,1,19.05,9.52,-1.048176155,-1.098408625,0,0.016401271508561577,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.019263242,-2.0376106,0,0.016053767698770507,0
8,4,45,30.0,1.0,4,18,1,1,16.67,11.11,-1.468075488,-0.690717375,0,0.016013247947727884,0
9,2,50,20.0,0.0,3,20,1,1,15.0,15.0,-0.988217297,-1.367508223,0,0.01586367372483447,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-1.179388675,-0.910932086,0,0.015735941169474466,0
7,2,35,30.0,1.0,3,21,2,1,14.29,4.76,-1.179388675,-0.910932086,0,0.015735941169474466,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-1.040720049,-1.163219674,0,0.01565484671266528,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-1.178422896,-0.92626996,0,0.015359661523743183,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-0.998071365,-1.432277926,0,0.014977598039066927,0
9,4,52,20.0,0.0,4,25,1,1,16.0,16.0,-1.152143059,-0.98838323,0,0.014716503689968475,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.108544103,-1.064500757,0,0.014656339241742746,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.069970656,-1.151874838,0,0.014624890518925788,0
4,3,20,,,4,22,1,1,13.64,13.64,-1.016594593,-1.440787526,0,0.014043418757753223,0
8,7,48,40.0,2.0,6,20,2,1,20.0,20.0,-1.119594987,-1.080613264,0,0.013971729254460781,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,-1.047089831,-1.283883674,0,0.013889216969148289,0
2,2,7,40.0,2.0,3,19,1,2,5.26,63.15,-1.152756482,-1.026792978,0,0.013882878441425084,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,-1.064068781,-1.236443389,0,0.013724458950595396,0
8,4,45,30.0,1.0,4,18,1,2,16.67,11.11,-1.18695465,-0.986739108,0,0.013656411486528346,0
9,1,49,30.0,1.0,3,21,1,2,9.52,19.05,-1.278642235,-0.896870004,0,0.013276386064828918,0
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-1.298620556,-0.886342932,0,0.01306024117149563,0
6,4,32,30.0,1.0,5,23,1,1,26.09,26.09,-1.443493593,-0.782461996,0,0.013024802898105209,0
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.272221756,-0.914378856,0,0.012995069904489462,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.266295547,-0.92149987,0,0.012970062390264974,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,-1.355669759,-0.849737958,0,0.012754552365623445,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.404693032,-0.833226322,0,0.012219848094953505,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-1.172196998,-1.085930607,0,0.012201736590137496,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.162384532,-1.124188999,0,0.011884635223248029,0
1,3,3,20.0,0.0,6,21,1,1,19.05,9.52,-1.178422896,-1.098408625,0,0.011817322389273093,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-1.080035234,-1.968648355,0,0.011740691795128924,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-1.309062591,-0.934544925,0,0.011646557080920217,0
7,5,38,30.0,1.0,5,21,1,1,23.8,9.5,-1.296833827,-0.947939932,0,0.011625292128136991,0
7,5,38,30.0,1.0,5,21,2,2,23.8,9.5,-1.296833827,-0.947939932,0,0.011625292128136991,0
9,2,50,20.0,0.0,3,20,2,1,15.0,15.0,-1.458796963,-0.820504934,0,0.011595800013877368,0
5,1,21,30.0,1.0,3,21,2,1,23.81,23.81,-1.175496496,-1.121619444,0,0.011541400768521864,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,-1.371768849,-0.888842544,0,0.011399494993553541,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-1.191521188,-1.105819781,0,0.011333406168025558,0
7,1,34,30.0,1.0,3,23,1,2,8.7,4.35,-1.164640739,-1.158052434,0,0.011331578258728282,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065054,-1.031183181,0,0.011291690477778053,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,-1.090869599,-1.399117207,0,0.011269880804921457,0
2,3,8,50.0,2.0,4,19,1,2,10.53,78.95,-1.173935688,-1.1450874,0,0.011244693890133214,0
2,5,10,20.0,0.0,6,19,1,2,15.79,42.1,-1.161941086,-1.170901678,0,0.011237272625378847,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,-1.119594987,-1.294596089,0,0.011136227928184824,0
9,5,53,30.0,1.0,5,20,2,1,5.0,20.0,-1.098700531,-1.380561442,0,0.011123341191990889,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-1.165428704,-1.173805504,0,0.011098198192406889,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-1.103267589,-1.374289114,0,0.01101249254326388,0
8,5,46,30.0,1.0,5,22,2,2,22.73,9.09,-1.189159577,-1.146138216,0,0.010808156700119736,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-1.238463734,-1.067659494,0,0.010725569969428429,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-1.204968467,-1.157302301,0,0.010240996165727694,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.19563979,-1.181155777,0,0.010176753848003891,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.269152476,-1.072846964,0,0.009925415560550663,0
5,2,22,40.0,2.0,3,19,1,1,21.05,21.06,-1.136280085,-1.38721149,0,0.00986862939882887,0
7,7,40,20.0,0.0,6,22,2,1,22.73,4.55,-1.252214764,-1.105894096,0,0.009808846294677251,0
4,2,19,30.0,1.0,4,22,1,1,22.73,9.09,-1.435899409,-0.914378856,0,0.009657578949764045,0
8,2,43,40.0,2.0,3,16,2,2,25.0,25.0,-1.311450871,-1.038993882,0,0.00957187414423695,0
7,6,39,40.0,2.0,6,21,1,1,19.05,4.76,-1.172196998,-1.303116728,0,0.009507213641832223,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.171751444,-1.327250941,0,0.009313194389702774,0
6,4,32,30.0,1.0,5,23,2,2,26.09,26.09,-1.125786869,-1.600490447,0,0.009241083593709218,0
9,3,51,20.0,0.0,4,24,1,1,29.17,4.17,-1.312395512,-1.064748749,0,0.009141776848924256,0
3,2,13,,,4,22,2,1,40.9,13.64,-1.147144642,-1.454778286,0,0.009139996111747173,0
8,6,47,50.0,3.0,6,21,2,1,23.81,0.0,-1.550984406,-0.881698285,0,0.008700422797598088,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-1.553268399,-0.882755255,0,0.00864843555928273,0
3,2,13,,,4,22,1,1,40.9,13.64,-1.26344502,-1.185827679,0,0.008527433811190368,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.241065054,-1.247240609,0,0.008355570204973099,0
4,3,20,,,4,22,2,1,13.64,13.64,-1.42323243,-0.994346321,0,0.00833121274394945,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-1.204968467,-1.345481537,0,0.008327485442186951,0
4,2,19,30.0,1.0,4,22,2,1,22.73,9.09,-1.272221756,-1.214622659,0,0.00803041712480052,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.162384532,-1.659517093,0,0.008023258216233451,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-1.346923068,-1.121619444,0,0.0077105250929766,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-1.297379262,-1.216023005,0,0.007526475755197393,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.264085582,-1.293600913,0,0.007450569905376964,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.264085582,-1.293600913,0,0.007450569905376964,0
6,3,31,20.0,0.0,5,22,1,2,13.64,4.55,-1.268988098,-2.370803523,0,0.0069496453820269335,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-1.444976193,-1.082514538,0,0.006712390536227426,0
1,1,1,40.0,2.0,6,20,1,2,5.0,10.0,-1.238463734,-1.521982683,0,0.006575660605056989,0
1,1,1,40.0,2.0,6,20,2,1,5.0,10.0,-1.238463734,-1.521982683,0,0.006575660605056989,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,-1.257554924,-1.460312784,0,0.006472547042438507,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,-1.278642235,-1.399117207,0,0.006413149633929565,0
9,2,50,20.0,0.0,3,20,2,1,15.0,15.0,-1.458796963,-1.094006578,0,0.006386807385552727,0
4,1,18,30.0,1.0,3,25,1,1,20.0,8.0,-1.651570451,-0.960801001,0,0.006145746408197029,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-1.689776213,-0.940434765,0,0.006138667356804603,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.404693032,-1.192657284,0,0.00603170594835855,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.472353741,-1.124188999,0,0.005868284242833764,0
3,2,13,,,4,22,2,1,40.9,13.64,-1.26344502,-1.58925359,0,0.00583766924645648,0
9,1,49,30.0,1.0,3,21,1,1,9.52,19.05,-1.466414871,-1.147993605,0,0.0056857587337852886,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-1.754056762,-0.951146707,0,0.005472095102980272,0
8,7,48,40.0,2.0,6,20,1,1,20.0,20.0,-1.392666935,-1.294596089,0,0.0053316256818485884,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-1.359582281,-1.374289114,0,0.005253338817426677,0
1,2,2,20.0,0.0,4,19,1,1,15.78,5.26,-1.2975211,-1.648959757,0,0.005062750156497742,0
3,6,17,30.0,1.0,4,22,1,1,9.1,9.09,-1.404693032,-1.312467605,0,0.005047843778352299,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-1.324098613,-1.552972376,0,0.004924176061892974,0
8,2,43,40.0,2.0,3,16,1,1,25.0,25.0,-1.472860209,-1.225779299,0,0.004894977458179263,0
2,2,7,40.0,2.0,3,19,2,2,5.26,63.15,-1.693555819,-1.026792978,0,0.004884080510454048,0
9,1,49,30.0,1.0,3,21,2,2,9.52,19.05,-2.029732779,-0.896870004,0,0.004858161588760245,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-1.993483411,-0.91088972,0,0.0047746788280808635,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,-2.13784337,-0.881698285,0,0.00475873335426221,0
8,6,47,50.0,3.0,6,21,1,1,23.81,0.0,-2.13784337,-0.881698285,0,0.00475873335426221,0
7,8,41,30.0,1.0,6,21,2,1,19.05,0.0,-1.411011933,-1.345224064,0,0.004754161166285287,0
5,5,25,40.0,2.0,5,22,2,1,18.18,9.09,-2.152775501,-0.882755255,0,0.0046993292887532,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,-1.995886453,-0.916829273,0,0.004671917512658678,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-1.525718012,-1.216023005,0,0.0044318312963673705,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,-1.594764394,-1.146138216,0,0.0044084464716660065,0
8,2,43,40.0,2.0,3,16,2,2,25.0,25.0,-1.795678885,-1.038993882,0,0.004071978411514729,0
9,4,52,20.0,0.0,4,25,2,1,16.0,16.0,-1.382571671,-1.569785129,0,0.00406097067689571,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-1.403808033,-1.513188513,0,0.004006879803979277,0
5,5,25,40.0,2.0,5,22,1,2,18.18,9.09,-1.353432699,-1.992504719,0,0.0038808012318467867,0
2,6,11,30.0,1.0,6,20,2,1,15.0,20.0,-1.655423968,-1.157302301,0,0.0038413597571455137,0
7,8,41,30.0,1.0,6,21,1,1,19.05,0.0,-1.411011933,-1.584628346,0,0.003679346239502033,0
2,6,11,30.0,1.0,6,20,1,1,15.0,20.0,-1.430196217,-1.533660773,0,0.0036381859593296643,0
3,4,15,30.0,1.0,5,20,1,1,35.0,5.0,-1.669160498,-1.181155777,0,0.003556822450487988,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,-1.816284885,-1.085780547,0,0.003492214386176551,0
4,1,18,30.0,1.0,3,25,2,1,20.0,8.0,-1.390246012,-1.961635378,0,0.003362966672649929,0
9,4,52,20.0,0.0,4,25,2,1,16.0,16.0,-1.613000283,-1.279084179,0,0.0032760352752843817,0
5,6,26,30.0,1.0,5,22,1,1,4.54,9.09,-1.444822003,-1.679355466,0,0.0030809394336437377,0
2,2,7,40.0,2.0,3,19,1,1,5.26,63.15,-1.42315615,-2.155416665,0,0.0030328580763130386,0
6,4,32,30.0,1.0,5,23,1,2,26.09,26.09,-1.443493593,-1.764096137,0,0.0029370675672764175,0
1,5,5,30.0,1.0,5,20,2,1,36.84,5.2,-1.444976193,-1.822362603,0,0.002843275701570009,0
1,4,4,40.0,2.0,5,21,1,1,33.33,4.76,-1.451996661,-1.907393234,0,0.0026961537069051175,0
1,1,1,40.0,2.0,6,20,1,1,5.0,10.0,-1.478942129,-1.749144277,0,0.0026356693927234833,0
3,5,16,30.0,1.0,5,22,1,1,18.18,4.55,-1.715056655,-1.293600913,0,0.0025753151897097105,0
2,4,9,40.0,2.0,5,20,1,2,5.0,70.0,-1.472353741,-1.927181141,0,0.002492655916877135,0
5,3,23,50.0,3.0,4,20,2,1,10.0,10.0,-1.658945329,-1.382249806,0,0.0024630965141831497,0
7,2,35,30.0,1.0,3,21,1,1,14.29,4.76,-1.563375686,-1.563076648,0,0.002414839448597322,0
9,5,53,30.0,1.0,5,20,1,1,5.0,20.0,-1.943854786,-1.157890242,0,0.0023954353817248783,0
2,1,6,40.0,2.0,3,22,1,2,13.64,77.27,-1.525718012,-1.745775601,0,0.0022723139455400544,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-1.960823629,-1.181609417,0,0.0021920332350757322,0
7,5,38,30.0,1.0,5,21,2,1,23.8,9.5,-1.529598873,-1.813450304,0,0.002145847069042998,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.669160498,-1.465771627,0,0.002095863760920108,0
7,1,34,30.0,1.0,3,23,1,1,8.7,4.35,-1.642975328,-1.513188513,0,0.00208382174214471,0
3,1,12,40.0,2.0,3,20,1,1,20.0,10.0,-1.534108358,-1.87644537,0,0.002043387781738735,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-1.742706259,-1.553886417,0,0.001525647602965335,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,-1.68233717,-1.773366174,0,0.0013674067328348705,0
9,3,51,20.0,0.0,4,24,2,1,29.17,4.17,-2.25732028,-1.236251903,0,0.001280461732400879,0
8,5,46,30.0,1.0,5,22,2,1,22.73,9.09,-2.000369211,-1.373300745,0,0.0012606095761962916,0
7,3,36,30.0,1.0,4,22,1,1,27.27,9.1,-1.975097707,-1.394916809,0,0.0012535497018871882,0
7,3,36,30.0,1.0,4,22,2,1,27.27,9.1,-1.786993163,-1.612563403,0,0.001248639028748484,0
3,4,15,30.0,1.0,5,20,2,1,35.0,5.0,-1.905920853,-1.465771627,0,0.001230370322470533,0
5,8,28,20.0,0.0,6,24,2,1,16.67,0.0,-1.816284885,-1.610453026,0,0.0011638224550359684,0
9,6,55,20.0,0.0,6,20,2,1,30.0,5.0,-1.845670876,-1.588640531,0,0.0011219550095582468,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-1.768753354,-1.796097504,0,0.0010340443276488746,0
8,3,44,30.0,1.0,4,22,1,1,27.27,18.18,-1.801642375,-1.738653856,0,0.001008196332471306,0
8,5,46,30.0,1.0,5,22,1,1,22.73,9.09,-1.797566802,-1.827625804,0,0.0009182468636402176,0
9,6,54,30.0,1.0,6,21,2,1,38.1,9.52,-2.067673822,-1.504810253,0,0.0008199660295982759,0
5,3,23,50.0,3.0,4,20,1,1,10.0,10.0,-1.85527022,-1.842999741,0,0.0007629928541136527,0
9,5,53,30.0,1.0,5,20,1,2,5.0,20.0,-1.774823935,-2.271246244,0,0.0007552515697799654,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,-1.853956283,-2.049176875,0,0.0006289441913159176,0
3,3,14,20.0,0.0,5,23,2,1,26.09,4.3,-1.853956283,-2.049176875,0,0.0006289441913159176,0
6,3,31,20.0,0.0,5,22,2,1,13.64,4.55,-2.411819485,-1.415534704,0,0.0006088672553124268,0
5,4,24,20.0,0.0,4,19,1,1,5.26,0.0,-1.934192451,-1.860020685,0,0.0005972340508350638,0
3,5,16,30.0,1.0,5,22,2,1,18.18,4.55,-1.865380346,-2.595656733,0,0.0005392588809002989,0
6,5,33,40.0,2.0,6,20,1,1,10.0,15.0,-2.220143357,-1.62208256,0,0.00046841317929541054,0
5,1,21,30.0,1.0,3,21,1,1,23.81,23.81,-2.032629357,-1.846358162,0,0.0004662122354913615,0
2,5,10,20.0,0.0,6,19,2,1,15.79,42.1,-2.238862093,-1.615844316,0,0.0004588338948824741,0
6,1,29,40.0,2.0,3,23,1,1,8.7,26.08,-1.988609596,-1.96233656,0,0.00045060421272800677,0
5,8,28,20.0,0.0,6,24,1,1,16.67,0.0,-1.993483411,-2.310016331,0,0.00033173814130083837,0
6,2,30,30.0,1.0,4,23,1,1,8.7,13.04,-2.128526358,-1.943814332,0,0.0003125800977213966,0
7,7,40,20.0,0.0,6,22,1,1,22.73,4.55,-2.285291944,-1.796097504,0,0.0002793892680453619,0
5,7,27,30.0,1.0,6,24,1,1,16.67,0.0,-2.097771668,-2.179924507,0,0.00025617505886138195,0
5,7,27,30.0,1.0,6,24,2,1,16.67,0.0,-2.097771668,-2.179924507,0,0.00025617505886138195,0
8,1,42,30.0,1.0,3,16,1,2,18.75,18.75,-2.692022475,-2.279496269,0,4.149345636781762e-05,0
5,2,22,40.0,2.0,3,19,2,2,21.05,21.06,-2.755479205,-2.508786737,0,2.357368215138893e-05,0
